super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count
3628,Texarkana College,Texarkana,TX,61200,28500,18.795792,.29945087,11.737081,0,2.2060773,0,.89554608,4.4823971,689
3161,Northeastern State University,Muskogee,OK,62100,33800,15.930955,.35520473,13.838103,.4941442,2.2045422,.078721888,-2.8920202,-.28738743,864.6666666666666
2731,Hobart And William Smith Colleges,Buffalo,NY,120400,52700,6.1278763,9.5192862,35.809593,3.3954694,2.1943676,.20807017,-2.9700522,-5.6913195,418.5
2343,College Of Saint Scholastica,Duluth,MN,87700,54800,4.5562282,.6713565,48.05093,.030198626,2.1893101,.0013759183,-.65420622,-4.1948471,336
6789,Columbia - Greene Community College - SUNY Office Of Cmnty Colleg,Albany,NY,64600,34000,15.452711,.14875278,14.1599,.716169,2.1880884,.11066753,.18258625,1.7813928,296.5
3242,Carnegie Mellon University,Pittsburgh,PA,134400,78400,4.1113148,6.3818531,53.203964,11.283568,2.1873827,.46390304,-.64248633,-1.6911069,1077.333333333333
2628,Rider University,Newark,NJ,102100,51600,5.8408837,2.1912713,37.443565,2.9915133,2.1870353,.17473081,-.93291968,-4.861865,761
3233,Alvernia University,Reading,PA,84300,41800,6.6485949,.82580233,32.86742,2.3096087,2.1852217,.15355653,-2.1128783,-8.1572409,210.3333333333333
2899,Wagner College,New York,NY,114400,58000,5.1794524,3.2166932,42.187794,0,2.1850965,0,-1.9325898,-5.2024179,379.3333333333333
2073,Goucher College,Baltimore,MD,106300,41800,6.1656737,4.945766,35.34494,2.0325427,2.1792538,.12531996,.286228,-3.7083302,278.3333333333333
9962,Luna Community College,Las Vegas,NM,27700,19900,36.673824,.14807089,5.9410262,.031802561,2.1788013,.011663215,-11.111446,-16.984583,167.3333333333333
3279,Juniata College,State College,PA,92100,49500,4.5758195,1.2516074,47.554188,2.3799028,2.1759939,.10890006,-.057066798,-4.8146734,292.6666666666667
2233,Worcester Polytechnic Institute,Boston,MA,109500,85200,3.2200336,1.9953896,67.571968,3.620331,2.1758401,.11657587,.53683478,-1.5255963,598
3931,Northwest College,Cody,WY,60800,28300,13.950105,.16764033,15.591809,.082321048,2.1750736,.011483872,-5.9960032,-12.532682,337
30344,Conservatory Of Recording Arts & Sciences,Phoenix,AZ,76800,38200,7.3527956,.24439909,29.576513,.25773552,2.1747005,.018950766,4.9135461,16.332596,124
2777,Medaille College,Buffalo,NY,72100,35700,11.236469,.35866106,19.337433,0,2.1728449,0,4.2878437,1.4118418,152.6666666666667
1031,Northeast Alabama Community College,Gadsden,AL,53200,30400,17.717339,.085372739,12.263535,.059671119,2.1727719,.010572134,2.5090809,6.189712,294.5
6977,Great Basin College,Elko,NV,77300,28800,11.967289,.29440624,18.140442,0,2.1709192,0,-1.9520873,-6.1594868,246.6666666666667
-1,Colleges with insufficient data,,,50500,27700,22.531696,.62608749,9.6303377,.17288718,2.1698785,.038954411,,,325296
1489,Florida State University,Tallahassee,FL,100500,46400,6.3315511,2.3159029,34.1931,.77724427,2.1649535,.049211621,-1.6177161,-5.3913097,5337
1467,Bethune Cookman University,Deltona,FL,43000,32500,23.405243,.055840913,9.2442579,.030260958,2.163641,.0070826509,-2.881552,2.4718635,434
3805,Yakima Valley Community College,Yakima,WA,55900,29700,17.621155,.007830454,12.26271,0,2.160831,0,-1.7615637,.58744758,793
1946,Tabor College,Newton,KS,74000,32800,5.557858,.87480807,38.82214,.21265803,2.1576793,.011819232,-.37990886,1.149596,106
1355,Lamar Community College,Pueblo,CO,48500,27600,21.668657,.24713303,9.9544716,0,2.1570003,0,-6.7460923,-13.094857,142
1444,George Washington University,Washington DC,DC,137300,63900,5.104156,9.6516724,42.251812,2.442157,2.1565983,.12465151,-2.6410692,-6.2173982,2117.666666666667
3008,Valley City State University,Jamestown,ND,62700,41800,11.091972,.075762995,19.425087,.0059810579,2.1546252,.00066341728,-3.2640457,-16.093342,147.6666666666667
1092,University Of Central Arkansas,Little Rock,AR,77200,38800,10.891716,.52578253,19.78175,1.0380648,2.154572,.11306307,.45249477,3.1970098,1487.666666666667
3665,West Texas A&M University,Amarillo,TX,74600,39900,10.390026,.23893084,20.727842,.72282428,2.1536281,.075101629,-2.8299284,-2.6558528,906.6666666666666
3484,Covenant College,Chattanooga,GA,86400,32300,7.2564373,3.5558159,29.66157,2.0998273,2.1523731,.15237264,-2.4342051,-3.8203542,206
33283,Franklin Career Institute,New York,NY,25100,14400,49.979462,.27763093,4.3059802,.036804993,2.1521056,.018394938,-20.665297,-18.828115,60
2077,Johns Hopkins University,Baltimore,MD,142300,75000,3.6704926,8.8066912,58.615566,14.696969,2.1514802,.53945118,-.49634627,-1.8725981,927.3333333333334
4625,Delgado Community College,New Orleans,LA,43800,25500,28.750584,.15217201,7.4676185,.092081949,2.1469839,.026474098,-4.6007013,1.10313,2348.333333333334
12182,Chattahoochee Valley Community College,Columbus,AL,48300,27400,22.959557,.30609587,9.3500595,.056266755,2.1467323,.012918598,3.0802658,9.6271629,263
3419,Charleston Southern University,Charleston,SC,70500,36900,11.976121,.602341,17.914543,1.1740363,2.1454673,.140604,-2.0198979,-1.4134469,368
2441,University Of Southern Mississippi,Hattiesburg,MS,76700,37200,12.657896,.96025521,16.938166,.66292512,2.1440153,.083912365,1.9337218,4.3114371,1622.666666666667
1580,Mercer University,Macon,GA,90000,46400,7.822288,2.2415485,27.377474,1.4763956,2.1415448,.11548791,-1.308791,-3.9197273,580.6666666666666
20735,University Of Arkansas Community College At Batesville,Batesville,AR,48700,21400,22.807526,.10824578,9.3885479,.023122029,2.1412957,.0052735633,.71930641,8.8562307,188.3333333333333
1335,Victor Valley Community College,Los Angeles,CA,62600,25200,17.720585,.12299065,12.079613,.12948638,2.140578,.022945743,4.0724492,6.7613273,1378.666666666667
2651,Eastern New Mexico University,Clovis,NM,47200,27500,22.382048,.18616323,9.5608931,.15556574,2.1399238,.034818798,-4.0019035,-7.7154531,976
3714,Hampton University,Newport News,VA,79500,45900,7.9551892,.60856336,26.892084,.47313204,2.1393161,.037638545,-.24870691,-5.3909101,922.6666666666666
9704,North Seattle College,Seattle,WA,71200,28800,11.944085,.77231526,17.906593,.046812996,2.1387789,.0055913841,-1.020317,-6.174252,438.6666666666667
11210,Bunker Hill Community College,Boston,MA,49500,29300,19.770063,.6344828,10.817116,.24286613,2.1385505,.04801479,6.3787727,5.8564548,684.6666666666666
40,Louisiana State University System,Baton Rouge,LA,94300,44000,8.6616974,1.9956596,24.682886,1.6826086,2.1379569,.14574248,-1.7910056,-4.1579919,6189.333333333333
6750,Valencia College,Orlando,FL,62000,29600,15.688421,.71210301,13.627251,.25563082,2.1379004,.040104438,2.1962402,6.1827497,4958
11163,University Of Texas At Tyler,Tyler,TX,80500,40600,7.4876251,.99435925,28.547768,0,2.1375499,0,.38721067,-4.1976175,182.6666666666667
25693,"Le Cordon Bleu College Of Culinary Arts of Dallas, TX",Dallas,TX,64800,30200,13.342735,1.2705333,16.012711,1.6351562,2.1365335,.21817456,9.1570482,10.628466,87.33333333333333
3575,Howard Payne University,Brownwood,TX,69200,36800,10.496196,.36101952,20.33717,.29992953,2.1346292,.031481192,-2.4946992,-5.4159327,267.3333333333333
4713,"Three Rivers Community College of Poplar Bluff, MO",Poplar Bluff,MO,46700,24500,22.633379,.12620562,9.423275,.25222448,2.1328053,.057086926,2.3645668,5.8156261,621.3333333333334
2991,Lake Region State College,Devils Lake,ND,54300,36800,15.430665,.23598075,13.790235,0,2.1279249,0,-5.8159323,-12.535787,242.6666666666667
2219,Tufts University,Boston,MA,187900,73100,3.42082,14.427018,62.166512,10.319595,2.1266046,.3530148,-.0067858878,-1.8022511,1109
1621,Lewis-Clark State College,Lewiston,ID,66000,31800,12.525315,.2926946,16.977716,.028941356,2.1265128,.0036249959,-4.409699,-9.311635,355.3333333333333
86,University Of Illinois System,Decatur,IL,109000,59700,5.0846786,2.0003836,41.679428,2.0886469,2.1192648,.10620097,1.2692698,1.0385287,9114.666666666666
1089,Arkansas Tech University,Russellville,AR,63200,35100,13.475392,.41111043,15.711419,1.0205972,2.1171753,.13752948,1.0841078,-.063226201,951
25943,CollegeAmerica Denver,Denver,CO,43500,20100,23.756598,.40832424,8.8999186,1.583192,2.1143179,.37611255,3.0507891,2.4045308,83
2408,Holmes Community College,Kosciusko,MS,41500,25400,30.951981,.24553128,6.8282619,.021935442,2.1134822,.0067894538,-8.9622622,-4.9226055,801
3541,Angelo State University,San Angelo,TX,68400,38500,11.666122,.3909629,18.082207,.023366926,2.1094923,.0027260142,-2.0008759,-3.3578742,1090
8228,Seward County Community College/Area Technical School,Liberal,KS,60600,33700,11.904278,.30955487,17.706802,.011556443,2.1078668,.0013757111,-.11452004,2.9996374,245
20739,Wor-Wic Community College,Dover,MD,57700,28900,18.986471,.34647253,11.094049,.030743884,2.1063683,.0058371783,-3.9852333,-3.9871519,421.5
2608,Georgian Court University,Toms River,NJ,83300,41000,9.3659353,1.305658,22.464931,0,2.1040511,0,2.1840978,2.8156431,152.3333333333333
1100,John Brown University,Fayetteville,AR,86800,35300,8.2645531,1.8353353,25.419872,.036030818,2.1008391,.0029777864,-2.1997747,-5.9549775,234.5
2870,Jefferson Community College,Watertown,NY,56800,28400,16.422865,.16235393,12.787554,.30605245,2.1000826,.050262578,-2.0979006,-4.838798,677.3333333333334
30113,"California State University, San Marcos",San Diego,CA,93600,44400,9.0011168,2.2105,23.293791,0,2.0967011,0,-2.3136115,-4.3936696,427.6666666666667
3502,Lincoln Memorial University,Middlesborough,TN,69000,40600,14.471367,.4094747,14.479492,.052947488,2.0953803,.007662225,-5.5456533,-4.3062062,111
3928,Casper College,Casper,WY,68000,36200,10.91931,.34414971,19.17425,0,2.0936956,0,-3.7647929,-12.235408,489.3333333333333
125,University Of Massachusetts System,Springfield,MA,100000,51700,5.7736897,1.1134545,36.247654,1.0910347,2.0928268,.06299296,.37723908,-.37300912,6839.333333333333
1556,Brenau University,Gainesville,GA,87000,34600,6.7651329,3.22752,30.907478,.022872655,2.0909321,.0015473656,5.8714108,12.004776,114.6666666666667
2168,Cape Cod Community College,Boston,MA,67700,27300,12.728192,.74124014,16.408426,.014571959,2.0884962,.001854747,.17716128,-2.0071359,739
1426,Yale University,Bridgeport,CT,199700,76000,3.6328011,17.610744,57.303078,10.596573,2.0817068,.3849524,.24886627,-.049553726,1210
1866,Graceland University,Creston,IA,77200,39300,10.816111,.0505221,19.241962,.092329949,2.0812321,.0099865105,-5.5067358,-5.7531338,170.5
1514,Polk State College,Lakeland,FL,59500,29700,16.730318,.27204418,12.424182,.16489737,2.0786052,.027587853,-1.7090281,-.40236506,1263
1574,Georgia State University,Atlanta,GA,82200,38900,9.3061905,1.0490732,22.334484,.44640642,2.0784898,.041543432,2.2270794,5.6566257,2384.333333333334
1260,Palomar College,San Diego,CA,73500,31500,11.757648,.76196629,17.672207,.33619145,2.0778358,.03952821,-4.2151952,-7.3145366,3595.333333333334
10652,Pasco - Hernando State College,Tampa,FL,51100,25200,19.733507,.13715106,10.525184,0,2.076988,0,-3.1427531,-7.7148938,930
7096,College Of The Mainland,Houston,TX,68700,30400,15.082945,.18317406,13.755139,0,2.0746801,0,-1.7606725,-1.9416511,609
2616,Monmouth University,Toms River,NJ,110000,51900,5.4560876,2.2766531,38.006294,0,2.0736568,0,-1.2125864,-4.5488305,785
3631,Tarleton State University,Stephenville,TX,75900,41000,9.1978436,.6537419,22.480278,.71560991,2.0677009,.065820679,-2.4362593,-5.2610779,960.6666666666666
3026,Central State University,Dayton,OH,40300,25200,23.948643,.0071118497,8.6268263,0,2.0660079,0,2.4916987,2.9989548,266
4481,Ohlone College,San Francisco,CA,91100,38500,7.1223803,.67943281,29.00564,.83419651,2.065892,.059414648,4.5473909,5.3405051,1059.333333333333
31,Dallas County Community College District,Dallas,TX,59200,32300,15.445296,.55633032,13.343059,.32942173,2.0608749,.05088016,2.244761,6.2880559,8513
2829,St. Lawrence University,Watertown,NY,108400,49400,6.0530481,5.2158856,34.036777,3.338541,2.0602624,.20208351,-1.9243704,-4.0830588,469.3333333333333
22949,Institute Of Audio Research,New York,NY,49200,22100,18.689362,.96228057,11.021738,0,2.0598924,0,-4.6264119,-15.925378,168.5
3606,Sam Houston State University,Huntsville,TX,84000,43000,9.0871248,.54395813,22.619585,.39498812,2.0554698,.03589306,.32666358,-.5755502,1829.666666666667
1101,University Of Arkansas At Little Rock,Little Rock,AR,62900,30900,14.949626,.24463356,13.749084,0,2.0554366,0,-1.8162086,-3.0223806,800.3333333333334
2854,SUNY College Of Technology At Alfred,Olean,NY,66700,38400,12.156185,.40668523,16.908049,.40720561,2.0553737,.049500667,-.16125378,-1.831966,661.6666666666666
3378,University Of Pennsylvania,Philadelphia,PA,175300,91800,3.5353341,15.717262,58.056877,14.458158,2.0525045,.51114416,.12114222,-.75424767,2228
3648,Tyler Junior College,Tyler,TX,57400,29800,19.09116,.43405849,10.744457,0,2.0512414,0,-1.4825842,2.3399284,1694.666666666667
2342,St. Catherine University,Minneapolis,MN,84800,41500,7.3180599,1.983272,28.004847,.03427342,2.0494115,.0025081495,1.4777569,.20284921,314.6666666666667
25228,Fox College,Chicago,IL,70500,28000,12.217592,.46179128,16.763775,.19148685,2.0481298,.023395082,-4.4854822,-10.499375,79
2994,Minot State University,Minot,ND,64400,38000,9.3943577,.27470908,21.798105,.63482893,2.047792,.059638098,-4.0839725,-14.040139,547
3808,"Bethany College of Bethany, WV",Steubenville,WV,77600,42400,7.4241281,.19767335,27.571062,.10004617,2.0469108,.007427555,-.46117091,1.5312785,210
3354,Philadelphia University,Philadelphia,PA,99600,49900,4.7852063,1.6687691,42.71978,2.7922518,2.0442297,.13361502,-1.8004004,-8.3909502,494
3156,Redlands Community College,Oklahoma City,OK,54600,28400,15.196209,.12213073,13.451709,.043998931,2.0441496,.0066861692,-2.5983734,-7.4013495,283.3333333333333
1166,Citrus Community College,Los Angeles,CA,66500,28100,14.06103,.40365303,14.537412,.63414663,2.0441101,.08916755,-1.2416952,-3.1449192,2030.666666666667
2849,State University Of New York College At Plattsburgh,Plattsburgh,NY,91400,44600,8.2869186,.33409643,24.627199,.92566407,2.0408361,.076709025,-1.8292788,-2.7215259,872
12261,North Arkansas College,Harrison,AR,45000,25400,22.416376,.16055733,9.0950451,0,2.0387795,0,-.42154211,-1.3694131,331.3333333333333
2133,Brandeis University,Boston,MA,142700,63100,4.0012894,8.615428,50.940468,9.4620419,2.0382755,.37860364,1.1490062,1.4029363,715
2447,William Carey University,Hattiesburg,MS,66500,31700,15.10743,.84162831,13.485064,1.184742,2.0372465,.17898406,-4.0794902,-4.4496822,180.6666666666667
2663,University Of New Mexico,Albuquerque,NM,73900,34900,13.551675,.56410974,15.026551,.27315173,2.0363495,.037016634,.14991403,-.072337128,3079.833333333334
1587,Paine College,Aiken,GA,36800,34100,30.075237,.083906338,6.7691989,.0024708665,2.0358527,.00074311905,-6.195529,5.1650872,176
2810,Sage Colleges,Albany,NY,77900,35300,11.645994,1.1038845,17.467226,.061287962,2.0342321,.0071375929,-.068935417,-5.424233,332
68,Ecpi University And Skyline Colleges,Virginia Beach,VA,53100,30600,19.131514,.29589346,10.591385,0,2.0262921,0,-.51352942,2.3039367,766
2130,Boston University,Boston,MA,126800,62000,4.0002327,7.5743399,50.435001,3.8562,2.0175173,.15425697,-.10322683,-2.4857347,3427.666666666667
11484,Advanced Institute Of Hair Design,Milwaukee,WI,78100,24300,2.5902088,.14379369,77.881294,.37604454,2.0172882,.0097403387,3.5261068,12.582043,58
3167,University Of Science & Arts Of Oklahoma,Chickasha,OK,59400,28400,14.598457,.21156171,13.815786,.042625997,2.0168917,.006222738,-4.6139884,-10.212423,214.3333333333333
2226,Western New England University,Springfield,MA,99300,57100,3.8180861,.53194469,52.819981,1.8813093,2.0167124,.071830004,-1.1223156,-4.951293,488.6666666666667
3786,Peninsula College,Port Angeles,WA,64900,23600,15.143771,.59847844,13.313685,.089676373,2.0161941,.013580385,-1.0614648,-1.7955552,316
3313,Widener University,Philadelphia,PA,96000,53400,6.0739813,1.2485445,33.165863,1.0822448,2.0144885,.06573534,-1.7209448,-5.4161897,482.3333333333333
3247,Misericordia  University,Scranton,PA,85000,50200,7.5679622,1.5433965,26.605146,.013347609,2.0134676,.001010142,-2.8637712,-5.2920761,237.3333333333333
2795,Paul Smith's College Of Arts & Sciences,Plattsburgh,NY,76300,34000,11.007941,.18555951,18.28924,0,2.0132689,0,-3.7144217,-7.9900026,252
3216,Portland State University,Portland,OR,86900,37200,8.3449821,1.7971348,24.099758,1.7179581,2.0111206,.1433633,-.045368105,-1.516134,1156.333333333333
33683,Midwest Technical Institute,Jackson,MS,47900,24700,19.562695,.0505221,10.273649,.022230728,2.0098026,.0043489295,12.899679,-6.8463116,56
4711,Linn State Technical College,Columbia,MO,66800,40600,10.33121,.11404095,19.440708,.039189301,2.0084603,.0040487288,-4.3939548,-8.3027477,302.6666666666667
3220,Southwestern Oregon Community College,Roseburg,OR,59700,27600,15.584024,.39634871,12.883759,.026163179,2.0078082,.0040772762,2.558418,-.66540891,311
1358,Colorado Mesa University,Grand Junction,CO,75800,35000,8.8197489,.55303621,22.757122,.76079011,2.0071208,.067099772,-.8929522,-3.6209543,968
20746,South Arkansas Community College,El Dorado,AR,54200,24000,21.97381,.043782149,9.1252756,.035457324,2.0051708,.0077913254,1.9211094,10.692642,202.6666666666667
3485,Cumberland University,Nashville,TN,68800,37500,13.668558,.22248772,14.668319,.084685311,2.0049477,.011575261,-4.509316,-12.8573,151.3333333333333
30955,ASA Institute Of Business & Computer Technology,New York,NY,29000,19700,44.357517,.041586254,4.5164714,.0042629726,2.0033944,.0018909489,-4.4634881,-10.206017,275
3592,Midwestern State University,Wichita Falls,TX,70800,38000,9.0290537,.58716589,22.184702,2.2283652,2.0030687,.20120029,-2.1038704,-8.0886621,825
206,Ventura County Community College District,Los Angeles,CA,73700,30600,13.103684,.76801354,15.279172,.36339605,2.0021346,.047618277,-2.4616935,-4.6101742,4747.333333333333
3955,University Of West Florida ,Pensacola,FL,79700,37500,8.8970079,.59712327,22.497574,.43511465,2.001611,.038712185,-1.9144324,-5.8996701,874
5000,Pierce College,Seattle,WA,73500,33000,9.9265127,.36097884,20.159502,.0042817448,2.0011356,.00042502797,-1.6533926,-5.7356606,1613.666666666667
3580,Kilgore College,Longview,TX,59900,28900,18.190565,.44633433,11.000312,.22981262,2.0010188,.041804213,-.27358603,2.6338224,903.6666666666666
3170,Oklahoma State University,Stillwater,OK,90000,45800,6.1238341,1.4718188,32.675652,1.8076999,2.0010026,.11070054,-2.037164,-6.8389683,2994.666666666667
12260,East Arkansas Community College,West Memphis,AR,36100,19700,34.596859,.38121986,5.7789979,0,1.9993517,0,-5.5268574,.49739596,213
22913,Art Institute Of Seattle ,Seattle,WA,78700,29000,10.60483,1.1557503,18.848959,.14452045,1.9988999,.015326147,.046528075,-.046418786,562.3333333333334
2954,University Of North Carolina At Pembroke,Fayetteville,NC,63600,33100,15.239432,.3246904,13.09861,.017283197,1.9961538,.0026338613,-1.5650349,4.1233315,553.8333333333334
1110,University Of Arkansas At Fort Smith,Fort Smith,AR,58400,27800,14.775846,.41000801,13.504115,.69716066,1.9953473,.10301139,1.3147473,.19341284,972.6666666666666
3753,Virginia Military Institute,Staunton,VA,116700,70800,4.6043577,2.1059532,43.327759,.10470305,1.9949648,.0048209024,-1.2006068,-4.5905976,287
2181,Massachusetts Maritime Academy,Boston,MA,105300,84800,3.2541201,.82145977,61.262119,10.082485,1.9935429,.32809615,.38055804,-.0056480733,190.3333333333333
1839,Trine University,Fort Wayne,IN,83700,50800,4.2368031,.39877611,47.039307,.17660074,1.9929627,.0074822251,3.454648,-.67807108,214.5
1753,School Of The Art Institute Of Chicago,Chicago,IL,105800,25500,7.3941455,7.0343742,26.902988,0,1.9892461,0,.062131736,-3.2602563,280.6666666666667
1414,"Trinity College of Hartford, CT",Bridgeport,CT,198000,67300,3.6446056,19.217913,54.563171,6.1531739,1.9886125,.22425893,.13775933,.34488505,458
3376,Thiel College,Youngstown,PA,69500,36300,11.734048,.4396311,16.928061,.091437764,1.9863466,.01072935,.9631424,-2.4235556,251.6666666666667
3157,Langston University,Oklahoma City,OK,38800,25300,29.319191,.0011510157,6.7743549,.013447625,1.986186,.0039427346,-1.7365743,1.176127,374.6666666666667
1187,College Of The Siskiyous,Klamath Falls,CA,57500,27900,18.95545,.38372964,10.478048,.041468222,1.9861612,.0078604883,1.257833,.48548546,345
3528,Union University,Jackson,TN,89300,38900,7.7227073,1.8758714,25.701424,.04143979,1.9848456,.0032002735,-4.0329976,-7.0785904,301.5
21142,Johnson College,Scranton,PA,55700,34000,10.758088,.28191453,18.446148,0,1.9844528,0,1.9448746,-.88180441,117
43,Los Rios Community College District,Sacramento,CA,71900,31200,13.179299,.37581241,15.052964,.085829288,1.9838753,.0113117,3.8859892,5.0938692,5873.333333333333
31281,College Of Health Care Professions ,Houston,TX,35200,26100,33.329288,.12520894,5.9521222,.054665118,1.9837999,.018219493,-6.2963738,-8.7230177,104.5
3600,Panola College,Longview,TX,53200,27700,19.918741,.18969619,9.9499931,.49131611,1.9819134,.09786398,-4.5995097,-6.2758274,345.3333333333333
10014,Garrett College,Cumberland,MD,53800,27400,18.811121,.22213249,10.533329,.019429324,1.9814374,.0036548739,-5.8752546,-2.5768507,154
3601,Paris Junior College,Paris,TX,53700,27200,18.774162,.33241931,10.545317,.32853365,1.9797949,.061679438,3.637682,4.6904516,556.3333333333334
3787,Seattle Central Community College,Seattle,WA,71800,27800,14.780179,1.1981516,13.383135,.15849784,1.9780513,.023426265,.67499053,-.50005388,717.5
3779,Grays Harbor College,Longview,WA,58600,28400,17.846781,.0018070566,11.08004,.64427453,1.9774305,.11498226,2.8110287,1.3834411,294.6666666666667
2814,Skidmore College,Albany,NY,175400,47500,4.4441805,14.186954,44.459251,3.04672,1.9758493,.13540173,.084537014,-.56441027,554.6666666666666
22418,"American Career College of Los Angeles, CA",Los Angeles,CA,30400,25700,41.461433,.31046158,4.7621169,.012597496,1.9744419,.0052231024,-17.572439,-16.825563,489.5
11862,Northland Pioneer College,Gallup,AZ,46800,17800,23.593821,.15069467,8.352911,0,1.9707707,0,-2.7544401,-2.5388405,400.3333333333333
2407,Hinds Community College,Jackson,MS,43200,25000,27.70327,.15381201,7.1103759,.0470373,1.9698067,.013030871,1.8448725,9.4488134,2288.333333333334
5707,Southeast Arkansas College,Pine Bluff,AR,46900,21800,27.282232,.0092915343,7.2166739,0,1.9688698,0,20.753103,34.915703,305.6666666666667
2615,Middlesex County College,Newark,NJ,78900,35600,11.085213,.23672262,17.739048,.50810695,1.9664112,.056324735,1.1400447,2.0122213,1786
2057,Allegany College Of Maryland,Cumberland,MD,57900,32400,15.657393,.13568601,12.547563,.052682891,1.9646211,.0082487669,-.71621847,-3.5272474,562.5
1424,Wesleyan University,Bridgeport,CT,165300,56500,4.197135,13.542681,46.78479,4.567668,1.9636208,.19171119,.8479625,.81897193,662
3837,Cardinal Stritch University,Milwaukee,WI,88400,39100,6.0648212,.9693495,32.362385,.044728912,1.9627208,.0027127285,4.8977389,3.2013285,133.6666666666667
3588,University Of Mary Hardin-Baylor,Killeen,TX,83700,40100,7.983707,.83284408,24.581137,1.0938122,1.9624859,.087326758,-1.4236662,-4.4861712,385
1017,Gadsden State Community College,Gadsden,AL,52000,25600,21.807285,.24867997,8.9989376,0,1.962424,0,.12673447,4.2129126,819.3333333333334
3423,"Citadel, The Military College Of South Carolina",Charleston,SC,106800,62800,4.3771119,2.4630978,44.827797,0,1.9621627,0,-.50158936,-1.4079676,460.3333333333333
2115,Amherst College,Springfield,MA,181300,69300,4.2215958,16.812452,46.467812,6.3783927,1.9616832,.26926997,.34237915,3.0814116,389.6666666666667
3624,Stephen F Austin State University,Nacogdoches,TX,89300,41900,9.0629969,.91334069,21.63537,.60171705,1.9608129,.054533593,.23551439,3.6809537,1842.666666666667
2043,Husson University,Bangor,ME,60900,34300,13.390735,.3465333,14.639648,.014327417,1.9603565,.0019185464,-4.6537933,-11.030601,238.6666666666667
11145,Lone Star College-North Harris,Houston,TX,75900,33700,11.727148,.67754072,16.714405,.55605352,1.9601229,.065209225,2.9348767,7.0274787,5143.333333333333
1079,Yavapai College,Flagstaff,AZ,58900,27200,17.077572,.81585413,11.472678,0,1.9592547,0,-.97123367,-5.7538638,505.6666666666667
1146,"California State University, Chico",Chico,CA,112200,48700,6.0856566,2.1921394,32.180683,.88178164,1.958406,.053662203,.17280154,-1.0894407,1895.333333333333
2879,Sullivan County Community College - SUNY Office Of Community Coll,Poughkeepsie,NY,42800,25900,27.294142,.21162178,7.1751289,0,1.9583898,0,-7.1073203,-9.4605961,316.3333333333333
7950,West Shore Community College,Ludington,MI,58900,29500,18.644136,.11818906,10.500698,.013093872,1.9577645,.0024412393,3.6746264,5.2541075,184
8073,Butte College,Chico,CA,64100,27300,16.059484,.5470143,12.189632,.24356696,1.9575921,.039115597,1.521809,2.4839752,1751
2007,Louisiana College,Alexandria,LA,84500,40500,8.8761892,1.4216684,22.030519,.065386616,1.9554704,.0058038393,2.9577997,4.9485707,201.3333333333333
1038,Snead State Community College,Gadsden,AL,52500,27900,21.325842,.27019048,9.1669226,.050143596,1.9549234,.010693544,-.9370532,2.1679723,322.3333333333333
1057,University Of South Alabama,Mobile,AL,76700,36700,11.226148,.74745822,17.408329,.22701618,1.9542847,.025485171,1.1949503,2.1428659,1342
1403,Sacred Heart University,Bridgeport,CT,114500,57300,4.6373091,2.3513901,42.130096,5.4335294,1.9537028,.25196955,-2.2171135,-1.7986003,662.5
1471,College Of Central Florida,Ocala,FL,54100,27100,21.211887,.61682236,9.2061596,0,1.9528002,0,-.15115774,.19403261,1061
3540,Amarillo College,Amarillo,TX,58500,31000,16.241901,.30104512,12.019881,.27505016,1.9522574,.044673376,.58029652,2.3999026,1471.666666666667
3193,Eastern Oregon University,La Grande,OR,74600,37300,10.578897,.3962217,18.438559,.017849317,1.9505963,.0018882609,-.7893281,-.12777445,341
1173,Pomona College,Los Angeles,CA,161600,62000,3.6810484,12.397808,52.981018,1.7089492,1.9502569,.062907249,2.2938929,2.8949959,369.3333333333333
3663,Wayland Baptist University,Plainview,TX,60200,39800,14.025079,.086563282,13.90229,1.0902636,1.949807,.15291032,-4.298831,-4.8317761,308.5
2013,Louisiana State University In Shreveport,Shreveport,LA,66500,35600,15.701525,.3121776,12.415858,1.1959323,1.9494791,.18777961,-6.537518,-8.1311331,528
11647,SBI Campus - An Affiliate Of Sanford-Brown,Providence,RI,51600,30000,19.945551,.082968317,9.7694139,.78131622,1.9485636,.15583783,6.9579115,7.5675726,217
1111,Allan Hancock College,Santa Barbara,CA,65700,30800,14.08916,.46700099,13.81499,.040890072,1.9464159,.0057610674,1.2314534,2.4496295,1220
7845,New England Institute Of Technology,Providence,RI,71400,39200,12.01888,.50971591,16.192427,.36973748,1.9461485,.044438303,-.62053871,-1.3010042,614.6666666666666
1445,Georgetown University,Washington DC,DC,195100,84400,3.1886191,17.792719,61.020271,11.404573,1.945704,.36364838,.47179633,-.24949983,1480
1774,University Of Chicago ,Chicago,IL,132000,61700,4.3047915,9.1139393,45.086746,11.522997,1.9408904,.49604097,1.2321674,.58676523,935.6666666666666
1512,Palm Beach State College,Port St. Lucie,FL,61900,29100,16.229347,.83081388,11.95711,.1953501,1.9405609,.031704046,1.3226802,2.9472144,3321.333333333334
1968,Kentucky State University,Lexington-Fayette,KY,54000,28200,18.195711,.12009364,10.643188,.0055606887,1.9366039,.0010118069,4.517652,7.3178201,330.1666666666667
